APR,AUG,Total,DEC,FEB,JAN,JUL,JUN,MAR,MAY,NOV,OCT,Parameter,SEP,Year
41.6,136.1,972.2,88.9,74.5,30.3,45.8,52.2,9.4,54.7,148.6,120.3,Actual,169.8,2000
93.8,18.7,483.5,27.6,10.9,21.8,37.2,39.9,13,45,52.3,69.5,Actual,53.8,2001
9.2,26.5,318,12.2,22.1,2.9,11.8,23.7,3.9,32.6,47.2,93.7,Actual,32.2,2002
17.1,49.3,348.5,7.1,4.1,0.3,38.7,22.5,18,19.8,59.5,86,Actual,26.1,2003
16.2,85.1,1037.6,25,0.7,2.8,98.6,21.2,3,101.1,204.5,271.1,Actual,208.3,2004
128,93.3,1365.4,148.5,11.1,4.1,87.9,35.7,24.4,80.6,353.4,280.5,Actual,117.9,2005
32.6,73.4,927.8,26.1,0.2,15.3,33.6,57.2,52.4,65.2,215.1,240.4,Actual,116.3,2006
58,136.5,1067.1,219.9,7.5,7.2,101,73.1,1.8,44.9,79.2,248.9,Actual,89.1,2007
31.5,126.5,1203.4,50.1,29.1,11.7,73.1,51.1,164.7,53.7,298.5,242.7,Actual,70.7,2008
41.4,96.9,928.5,106.2,0,7.9,42.1,27,41,74.8,314.7,62.1,Actual,114.4,2009
22.9,102.9,1095.3,124.5,0.2,11.8,81.4,70,1.9,91.9,328.6,148.1,Actual,111.1,2010
91.5,128.9,926.7,41,11.2,4.3,45.5,56,8,33.4,230.5,200.4,Actual,76,2011
35.5,98,636.2,14,0.1,3,46.5,30.1,2.5,41.9,44.5,235.2,Actual,84.9,2012
20.3,110.7,742,53.2,30.9,3.9,42.7,54.6,30,42,112.3,127.9,Actual,113.5,2013
8.3,117.7,913,66,6.1,7.4,50.6,47.8,8.1,139.1,110.8,252.2,Actual,98.9,2014
108.8,81.6,1204.6,152.8,2.3,8.3,43.5,62.4,21.7,112.4,379.8,132.6,Actual,98.4,2015
45.2,177.2,827.7,0,41.8,6.9,237.8,123.6,7.8,22,12.2,75.5,Actual,77.7,1901
10.7,142.8,630.4,7.3,0,0,146.3,52.4,0.2,7.3,31.2,41.7,Actual,190.5,1902
9.9,246.7,1283.5,1.1,4.6,12.9,505.2,99.2,0,40.7,15.5,155.8,Actual,191.9,1903
0.8,50,526.7,0,0,0,139.5,104.2,10.8,14.7,0,44.4,Actual,162.3,1904
27.6,237.3,724.8,0,4.3,0,82.4,129.5,12.8,32.2,0,19.6,Actual,179.1,1905
2.4,226.7,855.3,34.8,1.2,22.5,210.8,211.1,13.4,0.7,14.9,20.5,Actual,96.3,1906
61.9,263.3,843.6,5,3.3,1,160.5,217.5,10.2,0.2,3.6,0.3,Actual,116.8,1907
0.3,168.3,982.8,0.7,2.6,35.6,254.9,107.4,5.2,6.5,0,0.1,Actual,401.2,1908
26.4,168.6,769.5,0.2,5.9,0.5,288.3,133.8,0.5,2.2,0,4.6,Actual,138.5,1909
4.2,150.3,975.8,0,0,0,198.2,220.9,0,25,45.3,101.4,Actual,230.5,1910
0.7,176.3,662,9.9,0,0,122.1,133.9,7.9,7.8,6,23,Actual,174.4,1911
20.4,196.8,743.8,0,37.5,0,263.3,28.5,0,6.6,33.4,7.8,Actual,149.5,1912
8,108.8,732.1,9.7,13.4,0,337.2,83.5,0,34.6,0,35.2,Actual,101.7,1913
34.1,195.1,1083.4,2,0,0,271.3,233.1,1.2,41.5,10.3,16.2,Actual,278.6,1914
18.8,236.2,1022,0.1,8.6,15.4,140.4,165.6,77.8,26.7,23.6,122,Actual,186.8,1915
15.9,137,1162.7,0,4.1,0,216.4,233.2,0,16.1,95.1,153.1,Actual,291.8,1916
34.1,180.1,1205.9,0,65.5,0,267.5,184.1,33,52.7,6.6,106.7,Actual,275.6,1917
8.3,89.6,554.8,33.9,0,20.2,106.1,97.8,32.6,55.5,7.5,6.4,Actual,96.9,1918
35,115.3,894.5,7.4,39.2,5.5,139.4,158.8,31.3,23.6,78.5,130.6,Actual,129.9,1919
24.4,66.5,436.8,0,0,7.4,138.8,62.8,1.7,31.4,0,24.9,Actual,78.9,1920
5.4,161.1,1003.4,0,0,7.1,296.7,200.9,0.1,5.5,17.9,68,Actual,240.7,1921
6.6,158.3,767.7,0,0,55.3,184.3,69.2,0,50.1,50.7,23,Actual,170.2,1922
10.7,80.3,786.3,0,5.3,3,222.8,43.5,23.3,18,1,44,Actual,334.4,1923
9.2,220.2,944.4,0,0,37,124.7,62.8,0,34.6,116.1,51.6,Actual,288.2,1924
49.8,239.2,1167.9,3.1,0,0,266.2,168.1,0,97.8,8.1,187.5,Actual,148.1,1925
48.8,205.1,763.5,0,2,46.1,227.3,74.7,24,24,0,41,Actual,70.5,1926
2,158.5,1005.6,0,11,9.6,266,248.3,4.6,14.3,89,59.9,Actual,142.4,1927
4.5,191.6,1006.3,7.4,15.8,0,248.6,143.9,47.3,27.9,0,104.1,Actual,215.2,1928
21.7,142.2,790.7,24.5,64.8,5.3,115,146,0,2.8,0,35.9,Actual,232.5,1929
13.5,144.7,835.9,0,14.7,0,131.1,184.9,5.4,1.7,64.3,60,Actual,215.6,1930
13.3,155.9,1183,1.6,5.1,0.3,368.6,187.3,4,25.9,25.5,107.4,Actual,288.1,1931
17.6,179,949.9,0,40.3,0,300.4,119.7,1.3,25.8,60.9,32,Actual,172.9,1932
25,226.7,1396.1,44.5,17.4,12.9,243.4,332,15.7,63.4,24,128.9,Actual,262.2,1933
18.3,280.2,928,0,0,0.1,296.9,111.7,0.1,1.2,42,15.2,Actual,162.3,1934
42.2,162.9,898.5,0.5,3.4,16.2,309.7,115.1,1.4,2.7,2.6,43.5,Actual,198.3,1935
8.4,220.9,1156.9,15.1,79.1,2.5,268.9,200,15.3,73.7,48.2,96.4,Actual,128.4,1936
105.6,102.4,866,3,33.2,0,285.8,77.8,28.6,3,0.9,72.1,Actual,153.6,1937
16.6,256.5,1175.4,0,41.3,0,331.6,226.3,14.2,27.8,0,59.2,Actual,201.9,1938
16.7,202.5,740.1,0,0,0,173.2,73.5,22,3,11.8,130.3,Actual,107.1,1939
33.6,281.5,1082.6,8.1,0.5,0,345.8,128.5,11.4,91.4,22.2,64.9,Actual,94.7,1940
4.8,149.9,594.4,0.4,3.3,16.6,87.9,121.4,4.8,17.5,0.7,49.6,Actual,137.5,1941
31.7,277.3,907,1.6,23,0,250.1,160,0.2,30.9,3.9,20.9,Actual,107.4,1942
34.4,133.4,899.4,0,0.6,15.2,179.3,180.4,1.7,26.9,2.6,62.7,Actual,262.2,1943
5.4,142.4,960.4,0,13.7,0,224.1,114.5,82.3,15.7,22.7,131.9,Actual,207.7,1944
39,238.4,1027.5,0,0,4.3,332.1,144.5,0,11.2,4.8,94.1,Actual,159.1,1945
21.7,149.5,822.9,3.6,15.9,0,287.2,152.1,5.2,14.5,57.5,30.7,Actual,85,1946
1.8,315.5,1005.5,9.7,18,13.4,273.3,59.9,3.3,10.8,16.2,35.3,Actual,248.3,1947
20,165.4,915,0,4.6,3.7,239.3,71.4,5.1,15,123,25,Actual,242.5,1948
13.8,173.6,1038.6,0,0,0.5,335.5,152,2.4,67.9,0.2,94.6,Actual,198.1,1949
0.2,118.5,761.4,0.5,34.7,0,222.7,78.4,14.2,11.6,4.7,21.8,Actual,254.1,1950
20.1,151.7,900.8,0,0,0,356,116.8,56.1,31.1,0.7,64.4,Actual,103.9,1951
12.4,148.9,729.8,6.9,16.4,0.5,205.1,80.1,0.8,32.5,0.2,88.3,Actual,137.7,1952
26.8,364.5,1272,0,0,5.1,200.9,224,3,0.7,1.7,175.8,Actual,269.5,1953
4.3,192.5,928.4,1.2,0,0,300.4,105.3,13.2,14.4,0,44.2,Actual,252.9,1954
9.8,300.1,1203.2,0,0,1,259.9,230.3,2.9,27.8,5.5,116.2,Actual,249.7,1955
5.9,133.3,1120.6,0,1.5,0.7,393.8,220.1,1.9,52.9,59.1,94.5,Actual,156.9,1956
33.4,358.5,983.2,0,7.7,0,206.9,157.9,23.7,18.6,0,75.6,Actual,100.9,1957
24.7,351.7,1113.8,0,4.9,2.1,407.5,72.9,10,14.1,20.9,69.8,Actual,135.2,1958
4,348.3,1224.2,1.7,0.4,1,403.2,163.7,0,16.3,4.2,68.6,Actual,212.8,1959
4.1,82.1,839.5,1.4,0,0.7,203.6,223.9,32.9,21.9,12,59.4,Actual,197.5,1960
11.8,209.2,1146.6,0.2,6.1,0.8,368.3,142.2,2.7,46.1,26.4,188.3,Actual,144.5,1961
47,264.1,1138.7,34.2,25.1,0.2,270.5,84.5,2.1,20.3,38.6,62.5,Actual,289.6,1962
35.5,372.7,1010.2,0,0.3,0,214.7,179.5,4,9,0,91.2,Actual,103.3,1963
2.1,232.3,887.5,0,0.2,0,186.3,109.1,5.5,0.7,7.2,41.7,Actual,302.4,1964
6.8,152.2,778.8,0,0.8,2.7,318.6,124.3,4.4,2.7,0,0.1,Actual,166.2,1965
7.9,216.3,971,31.7,0,19.8,294,67.2,2.6,2.7,34.9,39.5,Actual,254.4,1966
8.5,183.7,942.1,53.1,0,0.3,320.8,166.7,62.7,1.1,0.2,5.6,Actual,139.4,1967
16,52.3,748.5,0.1,15,16.5,188.6,87.6,35.1,7.4,15.8,82.7,Actual,231.4,1968
9.6,186.4,1047.1,26.2,0,2.2,265.5,103.2,1.4,53.3,64.4,56.1,Actual,278.8,1969
22.5,345.8,970.2,0,0.7,6.9,135.6,205.5,4.5,45.8,0,26.8,Actual,176.1,1970
6.9,144.3,729.2,0,7.5,7.3,114.1,139.9,6.3,37.8,0,167.9,Actual,97.2,1971
12.7,93.9,670.8,4.8,14.6,0,183.9,162.8,0.1,12.2,49.7,64.8,Actual,71.3,1972
5.5,367,1042.4,0.1,0,0,239.4,110.5,1.7,6.4,5.3,223,Actual,83.5,1973
7,171.9,830.2,0,0,0,113.1,111.1,1.8,32.9,6,261.6,Actual,124.8,1974
3,194,1215.7,0,10.5,12.9,269.4,138.8,7.7,21.8,5.7,204.9,Actual,347,1975
25.6,277.3,1035.7,0,0,0.2,471.7,85.7,1,10.7,34.5,5.6,Actual,123.4,1976
8,240,808.5,6.7,0,0,253.1,97.4,2.4,42.3,36.7,51,Actual,70.9,1977
20.6,376.7,1311.8,0,19.1,30.7,376.5,261.6,5.9,23,31.6,50.1,Actual,116,1978
12.6,131.8,791.7,7.3,22.8,9.8,156.4,145.9,1.2,48.7,39.5,15.7,Actual,200,1979
15.5,294.5,922.5,16.2,0,0,210.1,219.6,5.3,8.3,2.4,5,Actual,145.6,1980
11.7,310.2,1143.8,2.1,0,10.3,227.5,187.2,26.2,40.1,0.8,42.5,Actual,285.2,1981
22.2,184.1,933.2,0,0,5.7,265.6,123.8,4.2,37.1,15.3,100.8,Actual,174.4,1982
3.9,416.8,1497.4,7.5,4.2,0,301.5,158.8,1.7,38.4,1,185.4,Actual,378.2,1983
11.4,119.8,742.6,0,8.1,7.3,277.8,104.9,4.7,3.5,2.2,91.1,Actual,111.8,1984
15.5,160.8,785.8,2.3,0,5.7,223.8,181.4,4.7,13.6,0,108,Actual,70,1985
21.5,406.8,1007.3,17.3,60.3,29.4,234.9,115.5,1.9,9.1,20.4,24.6,Actual,65.6,1986
9.5,221.6,977,1.8,1,15.3,275,133.1,18.4,30.5,116,94.7,Actual,60.1,1987
26.6,341.7,1544.8,7.2,6.5,0,656.2,135.8,1.1,3.4,2.4,50.5,Actual,313.4,1988
1.9,277.7,1161,8.6,0,0,406,238.5,39.2,4.9,1.4,17.4,Actual,165.4,1989
1,471.1,1425.5,0.1,4.1,4.2,180.2,245.1,35.2,159.8,12.4,180.2,Actual,132.1,1990
21.6,122,849,6,4.1,21.7,268.8,194.5,8.9,34.4,36.8,29.4,Actual,100.8,1991
10.7,271.8,863.5,0,0,4.8,180.5,180.5,2.5,20.6,46.1,47,Actual,99,1992
13.1,146.4,885.6,13.2,2,4.9,291.8,83.9,12.9,29.4,0.1,100.9,Actual,187,1993
21.5,256.3,975.9,0,12.5,8.6,308.2,115.3,0,20.4,36.2,143,Actual,53.9,1994
16,209.2,1285.9,0,0.5,98.7,282.1,135.4,22,35.6,12.6,332.7,Actual,141.1,1995
31.1,295.9,986.8,7.8,7.9,0,264.1,115.9,4.7,13.6,13.2,72.4,Actual,160.2,1996
43.4,154.5,855.9,46.9,0.9,22.6,156.7,85.5,20.2,21.3,46.9,87.9,Actual,169.1,1997
15.5,290.5,1093.1,0,22.2,5.2,264,149.4,15.2,27.9,14.5,79.4,Actual,209.3,1998
1.7,190.9,863.6,0,9.3,0,205.2,141.6,4.6,74.8,2.2,55.7,Actual,177.6,1999
16.3,420.5,1077.9,2.5,16.8,0.6,220.9,253.2,1,48.8,6.4,20.2,Actual,70.7,2000
37.3,266.8,922.2,0,0,8.5,123.8,183.9,21.5,7.5,17.4,135.6,Actual,119.9,2001
7.7,321.7,765.3,0,10.1,18.8,91.7,143.2,7.6,32,3.9,76.2,Actual,52.4,2002
14,266.5,963.3,5.3,10.7,0,312.2,112.6,21.9,7.9,7.3,101.7,Actual,103.2,2003
25.9,117.7,667.1,0,17.9,34.4,216.7,64.6,9.3,34.6,5.3,30.6,Actual,110.1,2004
23.8,126.9,1163,18.8,14.1,43.4,400.3,115.1,14.6,19.7,3.9,136.1,Actual,246.3,2005
38.6,308.2,1052.9,0,0,0,169.5,104.8,42.7,46.1,34.7,28.1,Actual,280.2,2006
0.1,206.6,843.3,0,0,0,134.6,176.6,0.1,9.2,13,40.8,Actual,262.3,2007
15.7,391.8,1035.3,0.8,18.6,0.2,183.4,132.9,108.6,4.9,7.5,24.2,Actual,146.7,2008
4.5,192.3,666.2,1.2,0,0,118.4,85.8,2.1,13.1,29.6,69.5,Actual,149.7,2009
5.6,308.1,1276.5,9.3,5.3,10.3,395.5,127,1.5,24.9,40.5,98.7,Actual,249.8,2010
25.6,225.9,753.1,0,11.9,0,268.2,83.9,2.6,9.3,4.2,13.9,Actual,107.6,2011
14,229.9,1008.6,0,0,6.7,300.3,124.4,0.2,8.4,38.7,83.6,Actual,202.4,2012
24.4,230.6,1348.7,2.7,29,2.4,453.8,213.4,0.2,8.5,16.4,205.9,Actual,161.4,2013
10.3,205.2,746.4,0.7,2.9,0.2,146,62.3,58.3,73.3,10.8,29.6,Actual,146.8,2014
65.7,160.5,857.2,1.7,0,17.5,104.4,266.9,43,23.3,0.3,15.6,Actual,158.3,2015
5.9,612.3,1562.4,24.9,81.4,134.5,381.1,33.6,44.5,60.8,0,16.3,Actual,167.1,1901
63.7,327.5,1324.1,0,17,0,444.1,113.1,52.2,52.1,2.1,31.9,Actual,220.4,1902
10.3,442.7,1306.7,11.3,7.9,68,251.6,83,87.6,37.5,0,57.5,Actual,249.3,1903
13.6,417.2,1492.1,31,5.2,40,449.6,180.1,78.3,61.1,35.6,6.3,Actual,174.1,1904
26.1,349.5,1302.2,18.5,80.7,115.4,299.9,111.5,99.8,70.3,1,0,Actual,129.5,1905
10.1,440.9,1538,13.8,162,26.1,363.9,195.6,36.8,44.6,0.4,11.6,Actual,232.2,1906
41.7,323.8,1194.3,0.1,131.6,49.4,342.3,74.8,144.4,57.6,0,0.4,Actual,28.2,1907
31.8,423.5,1256.1,6.6,74.6,49.4,411.4,144.9,6.3,46.3,2.6,2.5,Actual,56.2,1908
64.6,464.2,1717.8,69.5,43.1,75.8,565.8,306.5,8.7,16.5,0.7,8,Actual,94.4,1909
21.4,526.8,1963.9,7.4,38.8,34.6,505.6,231,12.1,59.3,8.4,264.6,Actual,253.9,1910
20.4,381.9,1542.9,0,4.2,211.4,149.3,204.1,190.3,19.5,75.7,19.7,Actual,266.4,1911
27.8,423.2,1394.3,12.3,31.1,79,333.5,103.1,44.5,51.4,26.9,2.2,Actual,259.3,1912
24.4,188.7,1137.6,32.9,91.8,11.4,261.8,289.1,70.3,98.3,7.3,12.1,Actual,49.5,1913
50.2,377.8,1940.9,0.5,119.9,0.9,563.3,141.3,115.7,82.3,22.3,27.1,Actual,439.6,1914
40.6,539.9,1601.2,12.6,126.3,32.4,370.2,129.8,101,57.2,0,12.9,Actual,178.3,1915
20.6,397.7,1678.7,0,35.6,3.9,432.3,373.8,1.9,49,0,83.8,Actual,280.1,1916
80.1,372.7,2103,23.3,55.4,7.6,561.2,298.1,64.9,118.2,0,115.8,Actual,405.7,1917
85.6,397.2,1215.4,8.2,0,17.2,225.8,237.6,73.9,46.5,18.4,4,Actual,101,1918
40.2,295.9,1583.3,29.1,46.7,158.9,372.5,278.4,44.1,51,9.7,14.2,Actual,242.6,1919
10,307.1,1328.5,2.6,52.7,6.1,472.5,221.7,100.7,65.3,0,12.9,Actual,76.9,1920
19.7,652.8,1848.8,4.7,5.6,101,329.3,364.1,12.5,3.6,0.2,55.8,Actual,299.5,1921
21,685.2,1860.1,51.1,34.4,86.4,507.1,125.1,11.7,12.1,1.3,3.8,Actual,320.9,1922
10.8,427.9,1582.9,45.1,146.6,80.5,372.5,84.8,18.5,26.9,10,69.4,Actual,289.9,1923
6.8,414,1927.1,62.8,60.1,42.5,450.2,39.4,27.7,43.4,0.6,128.1,Actual,651.5,1924
43.5,384.5,1535,0,17.7,34.3,554.5,309.1,11.7,57,36.7,20.1,Actual,65.9,1925
52,400.7,1381.3,2,28.2,22,475.3,34.8,143,57.8,22,10.2,Actual,133.3,1926
24.5,516.8,1649.8,9.5,121.8,13.7,308.9,210.2,53.2,66.8,43.7,120.8,Actual,159.9,1927
40.2,251.4,1241.8,28.9,150.1,89.5,468,114.5,27.2,18.6,17.4,6.3,Actual,29.7,1928
21.7,403.2,1212.1,135.5,33.2,52.9,279.7,138.7,16.9,20.6,0,44.5,Actual,65.2,1929
34.8,348.3,1271.2,25.6,72.7,65.7,399.7,126.5,52.1,39.6,8.1,21.6,Actual,76.5,1930
1.9,307.2,1334.2,3.4,89.9,7.8,319.1,55,45.1,56.9,6.8,105.8,Actual,335.3,1931
12.8,438.9,1369.7,58.4,18.5,1.9,343.5,95.7,34.3,27,5.5,6.3,Actual,326.9,1932
52.6,337.3,1595.8,1.2,67.2,51.7,466.8,227,23.4,89.4,0,128,Actual,151.2,1933
8.6,410.4,1339.1,41.5,10.4,66.3,459.4,201.7,21,20.6,0.5,1.6,Actual,97.1,1934
37.8,308.1,1137.1,16.5,34.5,93,385.1,44,26.7,4.2,8.8,3.6,Actual,174.8,1935
33.6,390.4,1912.3,112.7,54.7,6.9,570.8,345.1,42.2,92.8,2.1,19.8,Actual,241.2,1936
43.9,439.6,1533.5,34.5,149.3,10.5,398.7,172.7,7.2,47.6,2,15.8,Actual,211.7,1937
4.5,396.4,1529.2,0.1,85.4,122.5,459.2,293.6,7.5,37,0.8,11.4,Actual,110.8,1938
15.5,199.3,1142.7,0,82.1,21.1,352.9,213.1,39.2,9.1,0,24.2,Actual,186.2,1939
21.8,300,1223.8,35.3,100.5,49.2,395.1,136,57.3,44.2,0.4,1.4,Actual,82.6,1940
4.4,354.1,1061.6,25.9,37.3,58.2,171.5,200.3,14,67.4,0.5,32.3,Actual,95.7,1941
53.4,455.8,1711.5,61.6,81.8,109,481,191.5,17.6,34.9,0.1,1,Actual,223.8,1942
53.5,590.9,1366.5,0.3,17.6,61.2,283.2,134.4,27.8,15.9,0.1,0.2,Actual,181.4,1943
51.2,194.7,1198.8,10.3,72,76.6,354.4,192,62.6,18.4,0.7,21.4,Actual,144.5,1944
42.7,379.8,1647.9,1.8,4.5,120.2,468.6,90.6,39.3,16.5,0.1,92,Actual,391.8,1945
64.8,311.5,1526.7,20.1,47.9,0.5,565.1,193.1,20.4,121.5,18.2,48.7,Actual,114.9,1946
1.6,274.2,1360,10.8,52.2,46.8,383.4,126.8,47.7,49,0.4,16.6,Actual,350.5,1947
23.8,592.5,1535.5,8.7,103,1.6,337.1,53.2,121.6,35.1,3.1,50.7,Actual,205.1,1948
29,414.5,1412.2,4.8,135.5,7.3,450.2,52.4,32.4,59.7,0.2,22.2,Actual,204,1949
2.7,493.4,1584.1,6.6,30.3,59.5,492.8,240.1,55,40.2,0,2.7,Actual,160.8,1950
30.7,403,1174.5,0.1,41.8,54,200.9,74,46.8,61.7,43.8,13.5,Actual,204.2,1951
19.9,506.4,1477.8,6.4,61.1,39.4,346.1,241,125.5,34.8,3.6,11.2,Actual,82.4,1952
34.7,338.9,1565.9,35,14.8,118.1,617.5,181.8,18.3,71.2,0,9.8,Actual,125.8,1953
5.2,567.3,1862.8,13.4,155.7,117.9,472.6,111.6,22.3,27.6,3.4,148.6,Actual,217.2,1954
41.1,429,1667,11.3,14.2,84.7,356.1,151.4,51.9,19.8,0,271.2,Actual,236.3,1955
15.1,359.3,1942.9,26.1,24.9,40.5,466.4,213.9,105.3,132.4,5.9,370.4,Actual,182.7,1956
73.3,286.5,1780.7,62.9,6.6,166.4,532.1,113.4,77.5,75.9,20.1,57.7,Actual,308.3,1957
23.3,436.2,1499,52.1,16.5,59.2,436.6,95.3,38.7,26.3,2.5,78.9,Actual,233.4,1958
20.3,442.3,1742.9,0.9,93.3,68,483.5,118.8,58.1,49,26.2,87.9,Actual,294.6,1959
33.5,420.7,1540.1,16.3,1.4,80,466.7,132.4,97.1,24,2.2,76.6,Actual,189.2,1960
20.5,511.6,1948.2,57.5,133.7,126.3,490.1,181.2,24.1,41,13.1,122.7,Actual,226.4,1961
27.3,398.2,1647.6,33.9,86.3,79.5,402.2,150.9,68.7,21.5,29,8.6,Actual,341.5,1962
51.4,523.4,1801.9,40.2,35.5,17.4,360.9,193.1,130.9,49.3,43.9,10.8,Actual,345.1,1963
48.4,402,1769.5,31.3,72.5,89.7,463.8,162.7,75,95.2,0,1.3,Actual,327.6,1964
62.1,302.8,1305.7,2.9,159.5,44.4,388,50.3,119.3,44.1,11.8,33,Actual,87.5,1965
17.8,410.3,1465.9,13.3,86.6,3.2,363,270,48.9,76.7,15.3,35.1,Actual,125.7,1966
26,518.7,1556.1,79.9,35,11,436.3,122.6,112.5,23.2,22.4,22,Actual,146.5,1967
49,280.6,1478.5,38.9,122.8,173.1,393.6,218.6,62.9,15,1.4,13,Actual,109.6,1968
60.7,483.5,1635.8,1,43.1,79.8,381,89.6,49,77,0.2,25.3,Actual,345.6,1969
5.7,355.3,1293.4,0.2,44,85.9,319.2,192.9,32.7,68.9,0.8,30,Actual,157.8,1970
69,377,1803.6,0.3,101.4,52.4,332.8,297.8,45.3,270.2,22,79.5,Actual,155.9,1971
50.5,218.8,1077.9,17,91.7,30.3,315.4,62.8,44.7,7.4,7.9,18.8,Actual,212.6,1972
1.8,297.9,1239.6,9.2,65.7,73,265.9,254.3,47.8,44.8,1.6,46.8,Actual,130.8,1973
12.2,347.3,1161.6,43.6,28,56.8,392.9,86.5,18.2,22.1,4.5,46.9,Actual,102.6,1974
1.1,359.6,1580.2,0,70.5,75.4,403.1,219.9,69.6,36.4,0,21.8,Actual,322.8,1975
22.1,328.5,986.3,1.1,58.4,12.7,269.2,87.6,31.2,40.5,0.1,5.6,Actual,129.3,1976
65.2,292.3,1416.3,48.1,7.8,47,487,122,4.5,101.1,2.9,30.1,Actual,208.3,1977
51.2,528.4,2031.4,4.3,83.1,34.6,414.3,291,187.3,51.8,43.7,16.9,Actual,324.8,1978
23.6,276.1,1072.3,32.4,68.4,50.6,323.5,110.2,65.9,64,8.2,11.7,Actual,37.7,1979
15.6,322.7,1333.4,21.9,55.7,21.7,466,175,60.3,21.3,2.4,37.3,Actual,133.5,1980
23.7,263.5,1356.3,15,27.8,67.6,488.1,162.1,81.3,77.4,42.1,4.6,Actual,103.1,1981
78.2,435.1,1372.1,33.5,58.6,61.9,264,90.6,143.2,77.1,1.4,17.8,Actual,110.7,1982
132.9,312.9,1525.2,9.1,45.5,80.9,261.3,114.1,92.1,101,1.6,53.8,Actual,320,1983
42,237.7,1339.1,30.1,128.9,19.6,359.3,300.1,14.6,27.5,2.6,3.2,Actual,173.5,1984
40.9,389.4,1653.6,74.1,9.6,54.3,451.7,104.4,14,63.5,3,220.5,Actual,228.2,1985
70.7,281.7,1514.4,63.9,68.4,3.8,418.3,141.6,85.4,149.7,13.8,61.6,Actual,155.5,1986
48.8,261,987.2,17.1,61.7,29.8,190.3,55.9,30.3,148,0.2,20.2,Actual,123.9,1987
26.3,390.8,1602.4,63.7,81.6,18.1,490.9,129.7,136.5,45.3,0.9,16.6,Actual,202,1988
9.9,386.6,1263.6,38.2,14.7,91,333.4,117.9,30.3,28.5,17.3,12.3,Actual,183.5,1989
20.4,413.6,1565,67.1,97.1,0.8,473,120.3,91.3,81.6,6.1,14.6,Actual,179.1,1990
51.6,346.7,1020.7,39.4,58,13.2,219.8,81.8,52,21.2,10.1,0.5,Actual,126.4,1991
2.9,385.1,1108.1,0,32.5,71.3,254.4,117.5,46.1,31.5,5.4,9,Actual,152.4,1992
19.8,282.3,1594,0,70.3,77.1,309.4,144.7,162.8,71.7,7.4,1.5,Actual,447,1993
69.8,428.2,1441.8,22.3,84.2,56.7,476.9,112.1,11,75.6,1.7,5.3,Actual,98,1994
41.4,430.7,1616.1,20.2,123.6,98.9,358.3,138.5,79.9,34.6,2.1,5.1,Actual,282.8,1995
28.4,441.1,1401.4,0,89.6,49.7,308.1,181.6,67.1,18.3,0.5,31.4,Actual,185.6,1996
90.5,73.3,803.5,18.5,14.9,42.1,290,129.8,31.2,56.1,10.8,9.9,Actual,36.4,1997
73,260,1198.6,0,68.4,9.6,242.9,163.3,106.2,78.5,1.2,75.5,Actual,120,1998
1.2,285.5,1185.6,4.7,11.4,33,389,158.9,1.4,50.5,0.1,32,Actual,217.9,1999
18.1,536.1,1712.8,0.7,69.4,29.9,420.1,313.9,37.9,83.3,7,1.1,Actual,195.3,2000
48.2,371.7,1544.4,15.1,27.9,22.7,493,297.3,83.4,109.1,1.4,6.3,Actual,68.3,2001
76.3,465.4,1574.7,4.2,123.2,53.8,205.7,139.6,100,82.3,3,19.9,Actual,301.3,2002
54.1,416.2,1734.4,23.6,126,40.7,515.3,145.2,99.7,67.1,4.8,1.8,Actual,239.9,2003
51.5,326.3,1219.6,5.7,11.7,58.5,400.9,130.7,0,66,0.8,70.7,Actual,96.8,2004
12.8,249.2,1348.2,4.3,83.2,64.1,400.1,74,54.2,52.1,2.2,14.1,Actual,337.9,2005
52.2,294.7,1178.9,27,9.6,48.7,345.6,104.2,71.7,120.5,6.8,18.8,Actual,79.1,2006
41.1,502.8,1924.4,16.7,138.9,1.7,522.9,139.9,123.1,78.8,7.8,25.1,Actual,325.6,2007
93,245.8,1363.6,0.6,11.7,55.6,313.3,332.4,18.1,67.3,11.9,23.1,Actual,190.8,2008
18.4,202.6,847.6,0.9,27.6,1.8,157.5,41.9,18.8,77.6,12.6,81.3,Actual,206.6,2009
13.8,335.7,1424,19.5,62.1,11.4,455.8,72.7,3.8,47,4.5,8,Actual,389.7,2010
30.9,523.7,1564.6,2.3,65.2,30.9,433.3,223.1,18,84.2,1.2,3.4,Actual,148.4,2011
39.2,419.5,1223.9,15.5,11.9,38.8,387.1,46,28.1,9.1,3.4,4.7,Actual,220.6,2012
24.7,359.4,1735.3,3.8,188.3,73,413.4,488.9,22,18.2,3.2,29.1,Actual,111.3,2013
37.6,264.2,1287.5,44.3,99.9,45.9,462.7,62.9,68.4,52.9,0,40.8,Actual,107.9,2014
57.3,305.3,1247.6,7.2,62.6,54.5,337,186.6,127.3,38,2.4,16.8,Actual,52.6,2015
26.1,368.8,1093.4,0,39.9,36.8,295.3,129.7,30.9,7.3,0,35.2,Actual,123.4,1901
6.5,204.7,749,26.7,0.1,1.6,270.7,38,0,4.1,16.1,29.6,Actual,150.9,1902
2.5,325.5,1229.4,0,4,5.2,475.5,121.2,0.1,37.8,2,100.8,Actual,154.8,1903
0.2,151.8,753.1,0.9,2.4,4.3,158.3,148.9,12.9,14.8,0,61.7,Actual,196.9,1904
